v,vw,o,c,h,l,t,n,consistency,date
500,184.48,184.48,184.48,184.48,184.48,1704805574000,7,1000.0,2024-01-09 07:06:14
2561,184.452,184.46,184.45,184.46,184.45,1704805582000,48,8000.0,2024-01-09 07:06:22
299,184.4,184.4,184.4,184.4,184.4,1704805597000,1,15000.0,2024-01-09 07:06:37
1000,184.42,184.42,184.42,184.42,184.42,1704805626000,1,29000.0,2024-01-09 07:07:06
267,184.4594,184.46,184.46,184.46,184.46,1704805628000,2,2000.0,2024-01-09 07:07:08
783,184.46,184.46,184.46,184.46,184.46,1704805633000,5,5000.0,2024-01-09 07:07:13
2234,184.3892,184.39,184.3,184.39,184.3,1704805647000,51,14000.0,2024-01-09 07:07:27
501,184.4628,184.46,184.46,184.46,184.46,1704805681000,8,34000.0,2024-01-09 07:08:01
554,184.46,184.46,184.46,184.46,184.46,1704805684000,3,3000.0,2024-01-09 07:08:04
391,184.3765,184.39,184.39,184.39,184.39,1704805691000,19,7000.0,2024-01-09 07:08:11
247,184.3334,184.3334,184.3334,184.3334,184.3334,1704805697000,1,6000.0,2024-01-09 07:08:17
432,184.4,184.4,184.4,184.4,184.4,1704805703000,1,6000.0,2024-01-09 07:08:23
1111,184.4114,184.41,184.41,184.41,184.41,1704805742000,5,39000.0,2024-01-09 07:09:02
400,184.36,184.36,184.36,184.36,184.36,1704805753000,1,11000.0,2024-01-09 07:09:13
125,184.3608,184.3608,184.3608,184.3608,184.3608,1704805768000,1,15000.0,2024-01-09 07:09:28
3983,184.4,184.4,184.4,184.4,184.4,1704805794000,1,26000.0,2024-01-09 07:09:54
500,184.4001,184.4,184.4,184.4,184.4,1704805796000,4,2000.0,2024-01-09 07:09:56
195,184.3554,184.3551,184.3551,184.3551,184.3551,1704805872000,3,76000.0,2024-01-09 07:11:12
116,184.4103,184.41,184.41,184.41,184.41,1704805930000,3,58000.0,2024-01-09 07:12:10
489,184.4406,184.44,184.44,184.44,184.44,1704806004000,9,74000.0,2024-01-09 07:13:24
1000,184.44,184.44,184.44,184.44,184.44,1704806005000,1,1000.0,2024-01-09 07:13:25
100,184.4764,184.4764,184.4764,184.4764,184.4764,1704806007000,1,2000.0,2024-01-09 07:13:27
159,184.4469,184.45,184.45,184.45,184.45,1704806047000,3,40000.0,2024-01-09 07:14:07
347,184.3954,184.4,184.4,184.4,184.4,1704806146000,15,99000.0,2024-01-09 07:15:46
101,184.461,184.45,184.45,184.45,184.45,1704806197000,2,51000.0,2024-01-09 07:16:37
326,184.3388,184.35,184.33,184.35,184.33,1704806211000,26,14000.0,2024-01-09 07:16:51
185,184.35,184.35,184.35,184.35,184.35,1704806220000,1,9000.0,2024-01-09 07:17:00
336,184.3073,184.3,184.3,184.3,184.3,1704806222000,13,2000.0,2024-01-09 07:17:02
169,184.3213,184.32,184.32,184.32,184.32,1704806252000,6,30000.0,2024-01-09 07:17:32
199,184.3199,184.32,184.32,184.32,184.32,1704806254000,6,2000.0,2024-01-09 07:17:34
376,184.3,184.3,184.3,184.3,184.3,1704806259000,1,5000.0,2024-01-09 07:17:39
510,184.331,184.33,184.33,184.33,184.33,1704806284000,7,25000.0,2024-01-09 07:18:04
342,184.2984,184.3,184.3,184.3,184.3,1704806324000,26,40000.0,2024-01-09 07:18:44
233,184.2529,184.25,184.25,184.25,184.25,1704806358000,7,34000.0,2024-01-09 07:19:18
1200,184.2988,184.3,184.3,184.3,184.3,1704806364000,4,6000.0,2024-01-09 07:19:24
200,184.291,184.29,184.29,184.29,184.29,1704806382000,3,18000.0,2024-01-09 07:19:42
200,184.3,184.3,184.3,184.3,184.3,1704806394000,1,12000.0,2024-01-09 07:19:54
1260,184.3,184.3,184.3,184.3,184.3,1704806404000,4,10000.0,2024-01-09 07:20:04
1000,184.2874,184.28,184.28,184.28,184.28,1704806408000,13,4000.0,2024-01-09 07:20:08
743,184.3776,184.39,184.39,184.39,184.39,1704806422000,18,14000.0,2024-01-09 07:20:22
601,184.35,184.35,184.35,184.35,184.35,1704806428000,4,6000.0,2024-01-09 07:20:28
4169,184.37,184.37,184.37,184.37,184.37,1704806460000,1,32000.0,2024-01-09 07:21:00
562,184.342,184.34,184.34,184.34,184.34,1704806501000,13,41000.0,2024-01-09 07:21:41
102,184.3401,184.34,184.34,184.34,184.34,1704806520000,3,19000.0,2024-01-09 07:22:00
539,184.381,184.3896,184.3896,184.3896,184.3896,1704806558000,3,38000.0,2024-01-09 07:22:38
353,184.3142,184.31,184.31,184.31,184.31,1704806579000,9,21000.0,2024-01-09 07:22:59
294,184.3009,184.3,184.3,184.3,184.3,1704806590000,12,11000.0,2024-01-09 07:23:10
102,184.3292,184.33,184.33,184.33,184.33,1704806593000,3,3000.0,2024-01-09 07:23:13
240,184.2806,184.28,184.28,184.28,184.28,1704806600000,6,7000.0,2024-01-09 07:23:20
100,184.35,184.35,184.35,184.35,184.35,1704806602000,1,2000.0,2024-01-09 07:23:22
300,184.33,184.33,184.33,184.33,184.33,1704806619000,1,17000.0,2024-01-09 07:23:39
100,184.34,184.34,184.34,184.34,184.34,1704806648000,1,29000.0,2024-01-09 07:24:08
313,184.3003,184.3,184.3,184.3,184.3,1704806655000,2,7000.0,2024-01-09 07:24:15
100,184.3,184.3,184.3,184.3,184.3,1704806658000,1,3000.0,2024-01-09 07:24:18
264,184.3,184.3,184.3,184.3,184.3,1704806661000,2,3000.0,2024-01-09 07:24:21
501,184.3347,184.32,184.32,184.32,184.32,1704806676000,16,15000.0,2024-01-09 07:24:36
501,184.31,184.31,184.31,184.31,184.31,1704806687000,2,11000.0,2024-01-09 07:24:47
264,184.3,184.3,184.3,184.3,184.3,1704806690000,1,3000.0,2024-01-09 07:24:50
112,184.31,184.31,184.31,184.31,184.31,1704806700000,1,10000.0,2024-01-09 07:25:00
100,184.34,184.34,184.34,184.34,184.34,1704806713000,1,13000.0,2024-01-09 07:25:13
1000,184.33,184.33,184.33,184.33,184.33,1704806719000,1,6000.0,2024-01-09 07:25:19
966,184.3153,184.32,184.31,184.32,184.31,1704806736000,17,17000.0,2024-01-09 07:25:36
100,184.314,184.314,184.314,184.314,184.314,1704806741000,1,5000.0,2024-01-09 07:25:41
496,184.3381,184.32,184.38,184.38,184.32,1704806763000,5,22000.0,2024-01-09 07:26:03
697,184.37,184.37,184.37,184.37,184.37,1704806795000,8,32000.0,2024-01-09 07:26:35
395,184.38,184.38,184.38,184.38,184.38,1704806796000,12,1000.0,2024-01-09 07:26:36
326,184.376,184.38,184.38,184.38,184.38,1704806797000,7,1000.0,2024-01-09 07:26:37
211,184.38,184.38,184.38,184.38,184.38,1704806857000,1,60000.0,2024-01-09 07:27:37
205,184.343,184.34,184.34,184.34,184.34,1704806867000,5,10000.0,2024-01-09 07:27:47
102,184.38,184.38,184.38,184.38,184.38,1704806907000,3,40000.0,2024-01-09 07:28:27
746,184.3268,184.31,184.31,184.31,184.31,1704806936000,24,29000.0,2024-01-09 07:28:56
600,184.3743,184.38,184.38,184.38,184.38,1704806951000,7,15000.0,2024-01-09 07:29:11
100,184.3899,184.3899,184.3899,184.3899,184.3899,1704806975000,1,24000.0,2024-01-09 07:29:35
500,184.31,184.31,184.31,184.31,184.31,1704806995000,1,20000.0,2024-01-09 07:29:55
180,184.3219,184.32,184.32,184.32,184.32,1704807000000,6,5000.0,2024-01-09 07:30:00
3027,184.3109,184.31,184.31,184.31,184.31,1704807002000,31,2000.0,2024-01-09 07:30:02
489,184.2922,184.29,184.29,184.29,184.29,1704807003000,21,1000.0,2024-01-09 07:30:03
544,184.34,184.34,184.34,184.34,184.34,1704807038000,3,35000.0,2024-01-09 07:30:38
100,184.39,184.39,184.39,184.39,184.39,1704807042000,1,4000.0,2024-01-09 07:30:42
193,184.3027,184.3052,184.3052,184.3052,184.3052,1704807050000,2,8000.0,2024-01-09 07:30:50
100,184.3,184.3,184.3,184.3,184.3,1704807055000,1,5000.0,2024-01-09 07:30:55
2839,184.32,184.32,184.32,184.32,184.32,1704807056000,1,1000.0,2024-01-09 07:30:56
163,184.2965,184.3,184.3,184.3,184.3,1704807082000,3,26000.0,2024-01-09 07:31:22
336,184.2905,184.29,184.29,184.29,184.29,1704807088000,7,6000.0,2024-01-09 07:31:28
2278,184.29,184.29,184.29,184.29,184.29,1704807097000,11,9000.0,2024-01-09 07:31:37
359,184.27,184.27,184.27,184.27,184.27,1704807101000,3,4000.0,2024-01-09 07:31:41
217,184.2642,184.27,184.26,184.27,184.26,1704807104000,9,3000.0,2024-01-09 07:31:44
735,184.2299,184.23,184.23,184.23,184.23,1704807112000,40,8000.0,2024-01-09 07:31:52
1108,184.1624,184.16,184.16,184.17,184.16,1704807135000,12,23000.0,2024-01-09 07:32:15
226,184.1646,184.16,184.16,184.16,184.16,1704807143000,9,8000.0,2024-01-09 07:32:23
100,184.16,184.16,184.16,184.16,184.16,1704807144000,1,1000.0,2024-01-09 07:32:24
100,184.13,184.13,184.13,184.13,184.13,1704807153000,1,9000.0,2024-01-09 07:32:33
300,184.16,184.16,184.16,184.16,184.16,1704807162000,2,9000.0,2024-01-09 07:32:42
315,184.1307,184.13,184.13,184.13,184.13,1704807166000,3,4000.0,2024-01-09 07:32:46
706,184.1337,184.13,184.13,184.13,184.13,1704807169000,2,3000.0,2024-01-09 07:32:49
712,184.16,184.16,184.16,184.16,184.16,1704807174000,4,5000.0,2024-01-09 07:32:54
158,184.15,184.15,184.15,184.15,184.15,1704807178000,1,4000.0,2024-01-09 07:32:58
351,184.1498,184.17,184.17,184.17,184.17,1704807182000,9,4000.0,2024-01-09 07:33:02
153,184.15,184.15,184.15,184.15,184.15,1704807189000,2,7000.0,2024-01-09 07:33:09
169,184.15,184.15,184.15,184.15,184.15,1704807193000,3,4000.0,2024-01-09 07:33:13
314,184.1414,184.14,184.14,184.14,184.14,1704807194000,9,1000.0,2024-01-09 07:33:14
100,184.15,184.15,184.15,184.15,184.15,1704807195000,1,1000.0,2024-01-09 07:33:15
2501,184.1335,184.14,184.13,184.14,184.13,1704807205000,10,10000.0,2024-01-09 07:33:25
101,184.1302,184.13,184.13,184.13,184.13,1704807213000,2,8000.0,2024-01-09 07:33:33
101,184.15,184.15,184.15,184.15,184.15,1704807214000,2,1000.0,2024-01-09 07:33:34
543,184.17,184.17,184.17,184.17,184.17,1704807221000,8,7000.0,2024-01-09 07:33:41
558,184.1991,184.2,184.2,184.2,184.2,1704807250000,7,29000.0,2024-01-09 07:34:10
110,184.23,184.23,184.23,184.23,184.23,1704807256000,2,6000.0,2024-01-09 07:34:16
1504,184.2002,184.2,184.2,184.2,184.2,1704807262000,4,6000.0,2024-01-09 07:34:22
644,184.1323,184.13,184.13,184.13,184.13,1704807292000,5,30000.0,2024-01-09 07:34:52
201,184.1701,184.1701,184.1701,184.1701,184.1701,1704807310000,1,18000.0,2024-01-09 07:35:10
406,184.1712,184.17,184.17,184.17,184.17,1704807311000,5,1000.0,2024-01-09 07:35:11
354,184.15,184.15,184.15,184.15,184.15,1704807340000,7,29000.0,2024-01-09 07:35:40
100,184.16,184.16,184.16,184.16,184.16,1704807342000,1,2000.0,2024-01-09 07:35:42
2352,184.1297,184.13,184.13,184.13,184.13,1704807352000,10,10000.0,2024-01-09 07:35:52
5043,184.1187,184.12,184.1,184.12,184.1,1704807353000,19,1000.0,2024-01-09 07:35:53
1000,184.11,184.11,184.11,184.11,184.11,1704807360000,1,7000.0,2024-01-09 07:36:00
101,184.1299,184.13,184.13,184.13,184.13,1704807361000,2,1000.0,2024-01-09 07:36:01
1695,184.0503,184.05,184.03,184.05,184.03,1704807366000,55,5000.0,2024-01-09 07:36:06
181,184.0301,184.03,184.03,184.03,184.03,1704807367000,3,1000.0,2024-01-09 07:36:07
326,184.0302,184.03,184.03,184.03,184.03,1704807369000,5,2000.0,2024-01-09 07:36:09
223,184.03,184.03,184.03,184.03,184.03,1704807370000,4,1000.0,2024-01-09 07:36:10
206,184.0303,184.03,184.03,184.03,184.03,1704807371000,3,1000.0,2024-01-09 07:36:11
919,184.03,184.03,184.03,184.03,184.03,1704807376000,8,5000.0,2024-01-09 07:36:16
1603,184.0469,184.04,184.05,184.05,184.04,1704807377000,13,1000.0,2024-01-09 07:36:17
200,184.07,184.07,184.07,184.07,184.07,1704807382000,1,5000.0,2024-01-09 07:36:22
1941,184.0858,184.08,184.06,184.1,184.06,1704807391000,27,9000.0,2024-01-09 07:36:31
360,184.07,184.07,184.07,184.07,184.07,1704807393000,6,2000.0,2024-01-09 07:36:33
2194,184.0502,184.05,184.05,184.05,184.05,1704807397000,8,4000.0,2024-01-09 07:36:37
488,184.0742,184.08,184.08,184.08,184.08,1704807402000,8,5000.0,2024-01-09 07:36:42
200,184.0825,184.08,184.08,184.08,184.08,1704807403000,3,1000.0,2024-01-09 07:36:43
281,184.0806,184.0806,184.0806,184.0806,184.0806,1704807404000,1,1000.0,2024-01-09 07:36:44
100,184.1,184.1,184.1,184.1,184.1,1704807413000,1,9000.0,2024-01-09 07:36:53
462,184.1409,184.16,184.16,184.16,184.16,1704807425000,8,12000.0,2024-01-09 07:37:05
390,184.1051,184.11,184.1,184.11,184.1,1704807446000,6,21000.0,2024-01-09 07:37:26
513,184.1,184.1,184.1,184.1,184.1,1704807447000,7,1000.0,2024-01-09 07:37:27
251,184.0734,184.08,184.08,184.08,184.08,1704807448000,13,1000.0,2024-01-09 07:37:28
294,184.05,184.05,184.05,184.05,184.05,1704807452000,4,4000.0,2024-01-09 07:37:32
200,184.0403,184.04,184.04,184.04,184.04,1704807457000,6,5000.0,2024-01-09 07:37:37
200,184.08,184.08,184.08,184.08,184.08,1704807463000,1,6000.0,2024-01-09 07:37:43
250,184.0732,184.08,184.08,184.08,184.08,1704807465000,3,2000.0,2024-01-09 07:37:45
2006,184.0233,184.06,184.01,184.06,184.01,1704807472000,129,7000.0,2024-01-09 07:37:52
117,184.0048,184.0,184.0,184.0,184.0,1704807477000,5,5000.0,2024-01-09 07:37:57
100,184.0,184.0,184.0,184.0,184.0,1704807478000,1,1000.0,2024-01-09 07:37:58
100,184.04,184.04,184.04,184.04,184.04,1704807480000,1,2000.0,2024-01-09 07:38:00
1040,184.0038,184.0,184.0,184.02,184.0,1704807486000,49,6000.0,2024-01-09 07:38:06
273,184.02,184.02,184.02,184.02,184.02,1704807487000,4,1000.0,2024-01-09 07:38:07
728,184.0,184.0,184.0,184.0,184.0,1704807491000,43,4000.0,2024-01-09 07:38:11
137,184.0,184.0,184.0,184.0,184.0,1704807506000,1,15000.0,2024-01-09 07:38:26
1100,184.0191,184.02,184.02,184.02,184.02,1704807509000,3,3000.0,2024-01-09 07:38:29
550,184.0009,184.0,184.0,184.0,184.0,1704807525000,10,16000.0,2024-01-09 07:38:45
210,184.0148,184.02,184.02,184.02,184.02,1704807526000,7,1000.0,2024-01-09 07:38:46
321,184.0138,184.01,184.01,184.01,184.01,1704807541000,4,15000.0,2024-01-09 07:39:01
450,184.0,184.0,184.0,184.0,184.0,1704807542000,10,1000.0,2024-01-09 07:39:02
2394,184.0006,184.0,184.0,184.0,184.0,1704807543000,109,1000.0,2024-01-09 07:39:03
1003,183.9833,183.98,183.99,183.99,183.97,1704807545000,17,2000.0,2024-01-09 07:39:05
1157,183.9958,183.99,184.0,184.0,183.99,1704807568000,13,23000.0,2024-01-09 07:39:28
125,183.98,183.98,183.98,183.98,183.98,1704807577000,1,9000.0,2024-01-09 07:39:37
302,184.0105,184.01,184.01,184.01,184.01,1704807593000,3,16000.0,2024-01-09 07:39:53
500,184.05,184.05,184.05,184.05,184.05,1704807615000,1,22000.0,2024-01-09 07:40:15
218,184.013,184.01,184.01,184.01,184.01,1704807630000,11,15000.0,2024-01-09 07:40:30
103,184.0104,184.01,184.01,184.01,184.01,1704807702000,3,72000.0,2024-01-09 07:41:42
378,184.0299,184.03,184.03,184.03,184.03,1704807714000,4,12000.0,2024-01-09 07:41:54
379,184.0301,184.03,184.03,184.03,184.03,1704807715000,4,1000.0,2024-01-09 07:41:55
1460,184.002,184.01,184.0,184.01,184.0,1704807717000,29,2000.0,2024-01-09 07:41:57
200,183.9975,184.0,184.0,184.0,184.0,1704807718000,2,1000.0,2024-01-09 07:41:58
210,183.9514,183.95,183.95,183.95,183.95,1704807733000,2,15000.0,2024-01-09 07:42:13
265,183.9542,183.95,183.95,183.95,183.95,1704807746000,3,13000.0,2024-01-09 07:42:26
130,183.97,183.97,183.97,183.97,183.97,1704807758000,2,12000.0,2024-01-09 07:42:38
1365,183.9499,183.98,183.95,183.98,183.95,1704807766000,22,8000.0,2024-01-09 07:42:46
531,183.9008,183.9,183.9,183.9,183.9,1704807778000,6,12000.0,2024-01-09 07:42:58
273,183.9223,183.92,183.92,183.92,183.92,1704807780000,6,2000.0,2024-01-09 07:43:00
454,183.9333,183.93,183.94,183.94,183.93,1704807785000,5,5000.0,2024-01-09 07:43:05
201,183.9699,183.98,183.98,183.98,183.98,1704807825000,4,40000.0,2024-01-09 07:43:45
102,183.96,183.96,183.96,183.96,183.96,1704807827000,3,2000.0,2024-01-09 07:43:47
218,183.9311,183.93,183.93,183.93,183.93,1704807842000,12,15000.0,2024-01-09 07:44:02
442,183.901,183.9,183.9,183.9,183.9,1704807844000,11,2000.0,2024-01-09 07:44:04
2064,183.8971,183.9,183.88,183.9,183.88,1704807846000,45,2000.0,2024-01-09 07:44:06
580,183.88,183.88,183.88,183.88,183.88,1704807849000,5,3000.0,2024-01-09 07:44:09
641,183.8784,183.88,183.88,183.88,183.88,1704807853000,12,4000.0,2024-01-09 07:44:13
885,183.852,183.85,183.85,183.85,183.85,1704807855000,34,2000.0,2024-01-09 07:44:15
111,183.84,183.84,183.84,183.84,183.84,1704807860000,1,5000.0,2024-01-09 07:44:20
697,183.85,183.85,183.85,183.85,183.85,1704807872000,2,12000.0,2024-01-09 07:44:32
3001,183.83,183.83,183.83,183.83,183.83,1704807881000,2,9000.0,2024-01-09 07:44:41
150,183.8314,183.83,183.83,183.83,183.83,1704807882000,8,1000.0,2024-01-09 07:44:42
200,183.85,183.85,183.85,183.85,183.85,1704807890000,1,8000.0,2024-01-09 07:44:50
1003,183.8301,183.83,183.83,183.83,183.83,1704807893000,2,3000.0,2024-01-09 07:44:53
359,183.83,183.83,183.83,183.83,183.83,1704807899000,5,6000.0,2024-01-09 07:44:59
166,183.8103,183.81,183.81,183.81,183.81,1704807900000,12,1000.0,2024-01-09 07:45:00
587,183.8004,183.8,183.8,183.8,183.8,1704807901000,29,1000.0,2024-01-09 07:45:01
400,183.7703,183.77,183.77,183.77,183.77,1704807904000,14,3000.0,2024-01-09 07:45:04
268,183.7677,183.76,183.76,183.76,183.76,1704807905000,8,1000.0,2024-01-09 07:45:05
1311,183.759,183.77,183.74,183.77,183.74,1704807915000,28,10000.0,2024-01-09 07:45:15
1037,183.7111,183.71,183.71,183.71,183.71,1704807933000,5,18000.0,2024-01-09 07:45:33
250,183.7102,183.71,183.71,183.71,183.71,1704807939000,2,6000.0,2024-01-09 07:45:39
100,183.74,183.74,183.74,183.74,183.74,1704807947000,1,8000.0,2024-01-09 07:45:47
1060,183.74,183.74,183.74,183.74,183.74,1704807953000,8,6000.0,2024-01-09 07:45:53
759,183.7326,183.74,183.74,183.74,183.74,1704807976000,24,23000.0,2024-01-09 07:46:16
401,183.7488,183.7488,183.7488,183.7488,183.7488,1704807978000,2,2000.0,2024-01-09 07:46:18
1250,183.7219,183.7184,183.7,183.74,183.7,1704807980000,20,2000.0,2024-01-09 07:46:20
501,183.7203,183.7202,183.7202,183.7202,183.7202,1704807990000,2,10000.0,2024-01-09 07:46:30
600,183.7677,183.7215,183.78,183.78,183.7215,1704807998000,5,8000.0,2024-01-09 07:46:38
137,183.7899,183.79,183.79,183.79,183.79,1704808009000,3,11000.0,2024-01-09 07:46:49
550,183.809,183.79,183.79,183.79,183.79,1704808010000,13,1000.0,2024-01-09 07:46:50
175,183.8361,183.8346,183.8346,183.8346,183.8346,1704808034000,2,24000.0,2024-01-09 07:47:14
100,183.8384,183.8384,183.8384,183.8384,183.8384,1704808040000,1,6000.0,2024-01-09 07:47:20
309,183.8507,183.8278,183.8278,183.8278,183.8278,1704808086000,2,46000.0,2024-01-09 07:48:06
1001,183.93,183.93,183.93,183.93,183.93,1704808094000,7,8000.0,2024-01-09 07:48:14
177,183.91,183.91,183.91,183.91,183.91,1704808104000,1,10000.0,2024-01-09 07:48:24
100,183.95,183.95,183.95,183.95,183.95,1704808107000,1,3000.0,2024-01-09 07:48:27
312,183.9498,183.95,183.95,183.95,183.95,1704808109000,2,2000.0,2024-01-09 07:48:29
400,183.92,183.92,183.92,183.92,183.92,1704808122000,1,13000.0,2024-01-09 07:48:42
185,183.93,183.93,183.93,183.93,183.93,1704808132000,1,10000.0,2024-01-09 07:48:52
100,183.9001,183.9001,183.9001,183.9001,183.9001,1704808164000,1,32000.0,2024-01-09 07:49:24
477,183.93,183.93,183.93,183.93,183.93,1704808166000,5,2000.0,2024-01-09 07:49:26
578,183.9428,183.95,183.93,183.95,183.93,1704808167000,13,1000.0,2024-01-09 07:49:27
511,183.922,183.93,183.93,183.93,183.93,1704808169000,8,2000.0,2024-01-09 07:49:29
714,183.9301,183.93,183.93,183.93,183.93,1704808188000,11,19000.0,2024-01-09 07:49:48
525,183.9785,183.9799,183.9799,183.9799,183.9799,1704808203000,2,15000.0,2024-01-09 07:50:03
1006,183.8867,183.92,183.86,183.92,183.86,1704808204000,22,1000.0,2024-01-09 07:50:04
313,183.8723,183.88,183.88,183.88,183.88,1704808207000,5,3000.0,2024-01-09 07:50:07
383,183.9782,183.98,183.98,183.98,183.98,1704808223000,6,16000.0,2024-01-09 07:50:23
616,183.9925,184.0,184.0,184.0,184.0,1704808228000,8,5000.0,2024-01-09 07:50:28
142,183.9296,183.93,183.93,183.93,183.93,1704808245000,5,17000.0,2024-01-09 07:50:45
150,183.91,183.91,183.91,183.91,183.91,1704808256000,1,11000.0,2024-01-09 07:50:56
228,183.9044,183.91,183.91,183.91,183.91,1704808259000,6,3000.0,2024-01-09 07:50:59
234,183.9,183.9,183.9,183.9,183.9,1704808268000,5,9000.0,2024-01-09 07:51:08
505,183.8552,183.85,183.85,183.85,183.85,1704808277000,16,9000.0,2024-01-09 07:51:17
1039,183.8406,183.84,183.84,183.84,183.84,1704808282000,20,5000.0,2024-01-09 07:51:22
102,183.84,183.84,183.84,183.84,183.84,1704808291000,2,9000.0,2024-01-09 07:51:31
200,183.8005,183.801,183.801,183.801,183.801,1704808307000,4,16000.0,2024-01-09 07:51:47
201,183.8,183.8,183.8,183.8,183.8,1704808318000,2,11000.0,2024-01-09 07:51:58
210,183.8019,183.8,183.8,183.8,183.8,1704808327000,2,9000.0,2024-01-09 07:52:07
1547,183.84,183.84,183.84,183.84,183.84,1704808334000,5,7000.0,2024-01-09 07:52:14
300,183.8908,183.89,183.89,183.89,183.89,1704808434000,2,100000.0,2024-01-09 07:53:54
397,183.8581,183.85,183.85,183.85,183.85,1704808442000,20,8000.0,2024-01-09 07:54:02
326,183.8418,183.84,183.84,183.84,183.84,1704808445000,3,3000.0,2024-01-09 07:54:05
334,183.8273,183.84,183.84,183.84,183.84,1704808446000,11,1000.0,2024-01-09 07:54:06
376,183.7971,183.79,183.79,183.79,183.79,1704808447000,16,1000.0,2024-01-09 07:54:07
125,183.82,183.82,183.82,183.82,183.82,1704808465000,1,18000.0,2024-01-09 07:54:25
100,183.8,183.8,183.8,183.8,183.8,1704808471000,1,6000.0,2024-01-09 07:54:31
326,183.84,183.84,183.84,183.84,183.84,1704808480000,1,9000.0,2024-01-09 07:54:40
534,183.8399,183.84,183.84,183.84,183.84,1704808501000,8,21000.0,2024-01-09 07:55:01
100,183.82,183.82,183.82,183.82,183.82,1704808510000,1,9000.0,2024-01-09 07:55:10
525,183.8208,183.8208,183.8208,183.8208,183.8208,1704808530000,1,20000.0,2024-01-09 07:55:30
300,183.86,183.86,183.86,183.86,183.86,1704808535000,1,5000.0,2024-01-09 07:55:35
2105,183.814,183.82,183.78,183.82,183.78,1704808577000,56,42000.0,2024-01-09 07:56:17
491,183.7671,183.76,183.76,183.76,183.76,1704808578000,30,1000.0,2024-01-09 07:56:18
100,183.83,183.83,183.83,183.83,183.83,1704808603000,1,25000.0,2024-01-09 07:56:43
1500,183.83,183.83,183.83,183.83,183.83,1704808615000,1,12000.0,2024-01-09 07:56:55
500,183.8336,183.84,183.84,183.84,183.84,1704808620000,8,5000.0,2024-01-09 07:57:00
100,183.76,183.76,183.76,183.76,183.76,1704808625000,1,5000.0,2024-01-09 07:57:05
401,183.7624,183.76,183.76,183.76,183.76,1704808626000,10,1000.0,2024-01-09 07:57:06
104,183.7675,183.767,183.767,183.767,183.767,1704808653000,3,27000.0,2024-01-09 07:57:33
500,183.8347,183.83,183.84,183.84,183.83,1704808691000,4,38000.0,2024-01-09 07:58:11
